case,run,result,gc_mode,allocated_bytes,copied_bytes,max_residency_bytes,mut_elapsed_s,total_elapsed_s
workspace/tuning-corpus/php-7-6-unsat.cnf,2,UNSAT,nonmoving,117899496,456992,1123624,0.023,0.036
workspace/tuning-corpus/php-7-6-unsat.cnf,3,UNSAT,nonmoving,117899496,456992,1123624,0.024,0.038
workspace/tuning-corpus/php-7-6-unsat.cnf,4,UNSAT,nonmoving,117899496,456992,1123624,0.025,0.038
workspace/tuning-corpus/php-7-6-unsat.cnf,5,UNSAT,nonmoving,117899496,456992,1123624,0.026,0.035
workspace/tuning-corpus/php-7-6-unsat.cnf,6,UNSAT,nonmoving,117899496,456992,1123624,0.024,0.036
workspace/tuning-corpus/php-7-6-unsat.cnf,7,UNSAT,nonmoving,117899496,457352,1123624,0.029,0.032
workspace/tuning-corpus/php-7-6-unsat.cnf,8,UNSAT,nonmoving,117899496,464344,1123624,0.026,0.033
workspace/tuning-corpus/php-7-6-unsat.cnf,9,UNSAT,nonmoving,117899496,456992,1123624,0.024,0.035
workspace/tuning-corpus/php-7-6-unsat.cnf,10,UNSAT,nonmoving,117899496,456992,1123624,0.024,0.036
workspace/tuning-corpus/php-7-6-unsat.cnf,11,UNSAT,nonmoving,117899496,457376,1123624,0.026,0.034
workspace/tuning-corpus/php-7-6-unsat.cnf,12,UNSAT,nonmoving,117899496,456992,1123624,0.025,0.035
workspace/tuning-corpus/php-7-6-unsat.cnf,13,UNSAT,nonmoving,117899496,456992,1123624,0.025,0.038
workspace/tuning-corpus/php-7-6-unsat.cnf,14,UNSAT,nonmoving,117899496,456992,1123624,0.024,0.037
workspace/tuning-corpus/php-7-6-unsat.cnf,15,UNSAT,nonmoving,117899496,456576,1123624,0.026,0.037
workspace/tuning-corpus/php-7-6-unsat.cnf,16,UNSAT,nonmoving,117899496,456992,1123624,0.024,0.038
workspace/tuning-corpus/php-7-6-unsat.cnf,17,UNSAT,nonmoving,117899496,456992,1123624,0.026,0.038
workspace/tuning-corpus/php-7-6-unsat.cnf,18,UNSAT,nonmoving,117899496,457240,1123624,0.029,0.038
workspace/tuning-corpus/php-7-6-unsat.cnf,19,UNSAT,nonmoving,117899496,466888,1123624,0.031,0.035
workspace/tuning-corpus/php-7-6-unsat.cnf,20,UNSAT,nonmoving,117899496,456992,1123624,0.026,0.035
workspace/tuning-corpus/php-7-6-unsat.cnf,21,UNSAT,nonmoving,117899496,462976,1123624,0.031,0.036
data/satlib/uf20-91/uf20-01.cnf,1,SAT,copying,1148208,4000,61480,0.001,0.013
data/satlib/uf20-91/uf20-01.cnf,2,SAT,copying,1148208,4000,61480,0.009,0.023
data/satlib/uf20-91/uf20-01.cnf,3,SAT,copying,1148208,4000,61480,0.000,0.012
data/satlib/uf20-91/uf20-01.cnf,4,SAT,copying,1148208,4000,61480,0.001,0.011
data/satlib/uf20-91/uf20-01.cnf,5,SAT,copying,1148208,4000,61480,0.000,0.011
data/satlib/uf20-91/uf20-01.cnf,6,SAT,copying,1148208,4000,61480,0.001,0.012
data/satlib/uf20-91/uf20-01.cnf,7,SAT,copying,1148208,4000,61480,0.000,0.011
data/satlib/uf20-91/uf20-01.cnf,8,SAT,copying,1148208,4000,61480,0.001,0.012
data/satlib/uf20-91/uf20-01.cnf,9,SAT,copying,1148208,4000,61480,0.000,0.012
data/satlib/uf20-91/uf20-01.cnf,10,SAT,copying,1148208,4000,61480,0.000,0.010
data/satlib/uf20-91/uf20-01.cnf,11,SAT,copying,1148208,4000,61480,0.001,0.013
data/satlib/uf20-91/uf20-01.cnf,12,SAT,copying,1148208,4000,61480,0.000,0.011
data/satlib/uf20-91/uf20-01.cnf,13,SAT,copying,1148208,4000,61480,0.000,0.013
data/satlib/uf20-91/uf20-01.cnf,14,SAT,copying,1148208,4000,61480,0.000,0.012
data/satlib/uf20-91/uf20-01.cnf,15,SAT,copying,1148208,4000,61480,0.001,0.013
data/satlib/uf20-91/uf20-01.cnf,16,SAT,copying,1148208,4000,61480,0.000,0.013
data/satlib/uf20-91/uf20-01.cnf,17,SAT,copying,1148208,4000,61480,0.001,0.012
data/satlib/uf20-91/uf20-01.cnf,18,SAT,copying,1148208,4000,61480,0.001,0.012
data/satlib/uf20-91/uf20-01.cnf,19,SAT,copying,1148208,4000,61480,0.001,0.011
data/satlib/uf20-91/uf20-01.cnf,20,SAT,copying,1148208,4000,61480,0.000,0.011
data/satlib/uf20-91/uf20-01.cnf,21,SAT,copying,1148208,4000,61480,0.000,0.012
data/satlib/uf100-430/uf100-01.cnf,1,SAT,copying,57543024,386840,187488,0.012,0.024
data/satlib/uf100-430/uf100-01.cnf,2,SAT,copying,57543024,386880,187488,0.013,0.025
data/satlib/uf100-430/uf100-01.cnf,3,SAT,copying,57543024,386840,187488,0.012,0.024
data/satlib/uf100-430/uf100-01.cnf,4,SAT,copying,57543024,386840,187488,0.013,0.024
data/satlib/uf100-430/uf100-01.cnf,5,SAT,copying,57543024,386840,187488,0.014,0.025
data/satlib/uf100-430/uf100-01.cnf,6,SAT,copying,57543024,386880,187488,0.014,0.023
data/satlib/uf100-430/uf100-01.cnf,7,SAT,copying,57543024,386880,187488,0.014,0.023
data/satlib/uf100-430/uf100-01.cnf,8,SAT,copying,57543024,386880,187488,0.047,0.060
data/satlib/uf100-430/uf100-01.cnf,9,SAT,copying,57543024,386880,187488,0.012,0.021
data/satlib/uf100-430/uf100-01.cnf,10,SAT,copying,57543024,386840,187488,0.014,0.024
data/satlib/uf100-430/uf100-01.cnf,11,SAT,copying,57543024,386880,187488,0.013,0.025
data/satlib/uf100-430/uf100-01.cnf,12,SAT,copying,57543024,386840,187488,0.013,0.025
data/satlib/uf100-430/uf100-01.cnf,13,SAT,copying,57543024,386840,187488,0.013,0.025
data/satlib/uf100-430/uf100-01.cnf,14,SAT,copying,57543024,386880,187488,0.012,0.023
data/satlib/uf100-430/uf100-01.cnf,15,SAT,copying,57543024,386840,187488,0.012,0.023
data/satlib/uf100-430/uf100-01.cnf,16,SAT,copying,57543024,386840,187488,0.013,0.025
data/satlib/uf100-430/uf100-01.cnf,17,SAT,copying,57543024,386840,187488,0.014,0.024
data/satlib/uf100-430/uf100-01.cnf,18,SAT,copying,57543024,386840,187488,0.013,0.025
data/satlib/uf100-430/uf100-01.cnf,19,SAT,copying,57543024,386840,187488,0.013,0.025
data/satlib/uf100-430/uf100-01.cnf,20,SAT,copying,57543024,386840,187488,0.013,0.024
data/satlib/uf100-430/uf100-01.cnf,21,SAT,copying,57543024,386840,187488,0.013,0.024
data/satlib/flat200-479/flat200-1.cnf,1,SAT,copying,120181392,5010736,1434880,0.044,0.060
data/satlib/flat200-479/flat200-1.cnf,2,SAT,copying,120181392,5010736,1434880,0.042,0.048
data/satlib/flat200-479/flat200-1.cnf,3,SAT,copying,120181392,5010736,1434880,0.044,0.060
data/satlib/flat200-479/flat200-1.cnf,4,SAT,copying,120181392,5010736,1434880,0.050,0.058
data/satlib/flat200-479/flat200-1.cnf,5,SAT,copying,120181392,5010736,1434880,0.045,0.058
data/satlib/flat200-479/flat200-1.cnf,6,SAT,copying,120181392,5010736,1434880,0.040,0.048
data/satlib/flat200-479/flat200-1.cnf,7,SAT,copying,120181392,5010736,1434880,0.048,0.059
data/satlib/flat200-479/flat200-1.cnf,8,SAT,copying,120181392,5010736,1434880,0.043,0.049
data/satlib/flat200-479/flat200-1.cnf,9,SAT,copying,120181392,5010736,1434880,0.049,0.059
data/satlib/flat200-479/flat200-1.cnf,10,SAT,copying,120181392,5010736,1434880,0.045,0.062
data/satlib/flat200-479/flat200-1.cnf,11,SAT,copying,120181392,5010736,1434880,0.045,0.060
data/satlib/flat200-479/flat200-1.cnf,12,SAT,copying,120181392,5010736,1434880,0.043,0.059
data/satlib/flat200-479/flat200-1.cnf,13,SAT,copying,120181392,5010736,1434880,0.045,0.060
data/satlib/flat200-479/flat200-1.cnf,14,SAT,copying,120181392,5010736,1434880,0.042,0.049
data/satlib/flat200-479/flat200-1.cnf,15,SAT,copying,120181392,5010736,1434880,0.044,0.057
data/satlib/flat200-479/flat200-1.cnf,16,SAT,copying,120181392,5010736,1434880,0.077,0.089
data/satlib/flat200-479/flat200-1.cnf,17,SAT,copying,120181392,5010736,1434880,0.043,0.060
data/satlib/flat200-479/flat200-1.cnf,18,SAT,copying,120181392,5010736,1434880,0.042,0.050
data/satlib/flat200-479/flat200-1.cnf,19,SAT,copying,120181392,5010736,1434880,0.045,0.057
data/satlib/flat200-479/flat200-1.cnf,20,SAT,copying,120181392,5010736,1434880,0.042,0.048
data/satlib/flat200-479/flat200-1.cnf,21,SAT,copying,120181392,5010736,1434880,0.045,0.060
data/satlib/Bejing/3blocks.cnf,1,SAT,copying,105764664,38706344,4993696,0.430,0.449
data/satlib/Bejing/3blocks.cnf,2,SAT,copying,105764664,38700352,4992936,0.430,0.458
data/satlib/Bejing/3blocks.cnf,3,SAT,copying,105764664,38700352,4992936,0.557,0.586
data/satlib/Bejing/3blocks.cnf,4,SAT,copying,105764664,38700352,4992936,0.830,0.854
data/satlib/Bejing/3blocks.cnf,5,SAT,copying,105764664,38691712,4990776,0.663,0.722
data/satlib/Bejing/3blocks.cnf,6,SAT,copying,105764664,38698440,4992936,0.426,0.446
data/satlib/Bejing/3blocks.cnf,7,SAT,copying,105764664,38698440,4992936,0.504,0.528
data/satlib/Bejing/3blocks.cnf,8,SAT,copying,105764664,38698400,4992936,0.426,0.455
data/satlib/Bejing/3blocks.cnf,9,SAT,copying,105764664,38700352,4992936,0.439,0.471
data/satlib/Bejing/3blocks.cnf,10,SAT,copying,105764664,38698440,4992936,0.415,0.440
data/satlib/Bejing/3blocks.cnf,11,SAT,copying,105764664,38700352,4992936,0.489,0.519
data/satlib/Bejing/3blocks.cnf,12,SAT,copying,105764664,38700352,4992936,0.403,0.421
data/satlib/Bejing/3blocks.cnf,13,SAT,copying,105764664,38700352,4992936,0.400,0.425
data/satlib/Bejing/3blocks.cnf,14,SAT,copying,105764664,38698440,4992936,0.409,0.434
data/satlib/Bejing/3blocks.cnf,15,SAT,copying,105764664,38698440,4992936,0.459,0.483
data/satlib/Bejing/3blocks.cnf,16,SAT,copying,105764664,38698440,4992936,0.419,0.446
data/satlib/Bejing/3blocks.cnf,17,SAT,copying,105764664,38706048,4993696,0.403,0.418
data/satlib/Bejing/3blocks.cnf,18,SAT,copying,105764664,38706344,4993696,0.409,0.437
data/satlib/Bejing/3blocks.cnf,19,SAT,copying,105764664,38700352,4992936,0.460,0.483
data/satlib/Bejing/3blocks.cnf,20,SAT,copying,105764664,38706136,4993696,0.458,0.483
data/satlib/Bejing/3blocks.cnf,21,SAT,copying,105764664,38700352,4992936,0.405,0.429
workspace/tuning-corpus/all-binary-2-unsat.cnf,1,UNSAT,copying,290584,3832,53096,0.000,0.011
workspace/tuning-corpus/all-binary-2-unsat.cnf,2,UNSAT,copying,290584,3832,53096,0.000,0.011
workspace/tuning-corpus/all-binary-2-unsat.cnf,3,UNSAT,copying,290584,3832,53096,0.000,0.013
workspace/tuning-corpus/all-binary-2-unsat.cnf,4,UNSAT,copying,290584,3832,53096,0.000,0.013
workspace/tuning-corpus/all-binary-2-unsat.cnf,5,UNSAT,copying,290584,3832,53096,0.000,0.012
workspace/tuning-corpus/all-binary-2-unsat.cnf,6,UNSAT,copying,290584,3832,53096,0.000,0.013
workspace/tuning-corpus/all-binary-2-unsat.cnf,7,UNSAT,copying,290584,3832,53096,0.000,0.013
workspace/tuning-corpus/all-binary-2-unsat.cnf,8,UNSAT,copying,290584,3832,53096,0.000,0.013
workspace/tuning-corpus/all-binary-2-unsat.cnf,9,UNSAT,copying,290584,3832,53096,0.000,0.013
workspace/tuning-corpus/all-binary-2-unsat.cnf,10,UNSAT,copying,290584,3832,53096,0.000,0.012
workspace/tuning-corpus/all-binary-2-unsat.cnf,11,UNSAT,copying,290584,3832,53096,0.000,0.012
workspace/tuning-corpus/all-binary-2-unsat.cnf,12,UNSAT,copying,290584,3832,53096,0.000,0.012
workspace/tuning-corpus/all-binary-2-unsat.cnf,13,UNSAT,copying,290584,3832,53096,0.000,0.013
workspace/tuning-corpus/all-binary-2-unsat.cnf,14,UNSAT,copying,290584,3832,53096,0.000,0.013
workspace/tuning-corpus/all-binary-2-unsat.cnf,15,UNSAT,copying,290584,3832,53096,0.000,0.011
workspace/tuning-corpus/all-binary-2-unsat.cnf,16,UNSAT,copying,290584,3832,53096,0.000,0.013
workspace/tuning-corpus/all-binary-2-unsat.cnf,17,UNSAT,copying,290584,3832,53096,0.000,0.011
workspace/tuning-corpus/all-binary-2-unsat.cnf,18,UNSAT,copying,290584,3832,53096,0.001,0.011
workspace/tuning-corpus/all-binary-2-unsat.cnf,19,UNSAT,copying,290584,3832,53096,0.000,0.013
workspace/tuning-corpus/all-binary-2-unsat.cnf,20,UNSAT,copying,290584,3832,53096,0.000,0.013
workspace/tuning-corpus/all-binary-2-unsat.cnf,21,UNSAT,copying,290584,3832,53096,0.000,0.013
workspace/tuning-corpus/implication-chain-12-unsat.cnf,1,UNSAT,copying,385680,3832,53096,0.000,0.013
workspace/tuning-corpus/implication-chain-12-unsat.cnf,2,UNSAT,copying,385680,3832,53096,0.000,0.013
workspace/tuning-corpus/implication-chain-12-unsat.cnf,3,UNSAT,copying,385680,3832,53096,0.000,0.013
workspace/tuning-corpus/implication-chain-12-unsat.cnf,4,UNSAT,copying,385680,3832,53096,0.000,0.013
workspace/tuning-corpus/implication-chain-12-unsat.cnf,5,UNSAT,copying,385680,3832,53096,0.000,0.012
